brand,model,screen_size,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,harddisk_numeric
asus,rog zephyrus s gx531,15.6,i7,16.0,windows 10 pro,,dedicated,nvidia geforce rtx 2080 max-q,,3.8,3499.99,512.0
acer,acer 13.3inch chromebook,13.3,MediaTek,4.0,chrome os,,integrated,powervr gx6250,,4.5,209.99,64.0
dell,precision 5760 laptop,17.0,i7,32.0,windows 10 pro,wifi & bluetooth,nvidia rtx a2000,,,,2188.3,512.0
dell,dell latitude,14.0,i7,16.0,windows 10 pro,,integrated,intel iris xe graphics,,1.0,1195.0,512.0
dell,4ph18,14.0,i7,16.0,windows 10 pro,,integrated,intel hd graphics 620,1.8,,1725.99,256.0
dell,precision 5000,15.6,i9,32.0,windows 10 pro,"infinityedge, anti-glare screen",rtx a2000,nvidia rtx a2000,,,3395.19,1024.0
lenovo,82r70000us,14.0,i7,16.0,windows 11,"backlit keyboard,fingerprint reader",integrated,,1.7,3.0,869.99,512.0
dell,latitude,14.0,i3,8.0,windows 11 pro,anti-glare screen,uhd graphics,intel uhd graphics,,,724.99,256.0
dell,latitude,14.0,i7,16.0,windows 11 pro,information not available,integrated,,,,1681.96,512.0
dell,precision 5000,15.6,i5,8.0,windows 10 pro,"infinityedge, anti-glare screen",rtx a1000,,,5.0,1385.56,256.0
dell,xps9365-7086slv-pus,13.3,i7,16.0,windows 10 home,"backlit keyboard,fingerprint reader",integrated,,,3.1,1299.99,256.0
dell,latitude,14.0,i5,16.0,windows 11 pro,backlit keyboard,integrated,,,1.0,1222.99,1024.0
dell,latitude 7430 laptop,14.0,i5,16.0,windows 11 pro,,integrated,intel integrated graphics,,,980.99,256.0
dell,precision 7750 laptop,17.3,i7,32.0,windows 11 pro,wifi & bluetooth,nvidia quadro rtx 3000,,,,1744.99,512.0
dell,xps 9300 laptop,13.3,i5,8.0,windows 10 pro,wifi & bluetooth,integrated,,,,1199.81,1000.0
dell,lititude 7390 p29s 2 in 1,13.3,i7,16.0,windows 10 pro,anti-glare,integrated,,,,1493.99,256.0
dell,ryhn2,14.0,i7,16.0,windows 10 pro,backlit keyboard,integrated,nvidia geforce mx250,,,2099.0,512.0
dell,inspiron 15 5000,15.6,i5,8.0,windows 10,,integrated,hd integrated graphics,,3.8,899.81,1024.0
dell,inspiron 7420 laptop,14.0,i7,8.0,windows 11 home,,integrated,intel integrated graphics,,,899.99,512.0
lenovo,lenovo ideapad,15.6,i5,8.0,windows 10,anti-glare,integrated,,,4.0,550.0,256.0
dell,xps 9320 laptop,13.4,i7,16.0,windows 11 pro,,integrated,intel integrated graphics,,5.0,1304.99,1000.0
lenovo,thinkpad x1 yoga gen 7,14.0,i5,16.0,windows 11,information not available,iris xe graphics,intel iris xe graphics,,,1339.24,256.0
acer,latitude 5000,14.0,i5,16.0,windows 10 pro,anti-glare screen,iris xe graphics,intel iris xe graphics,,,925.0,256.0
lenovo,touch,14.0,Ryzen 5,8.0,windows 10 home,,integrated,amd radeon vega 8,,3.6,699.0,256.0
lenovo,lenovo thinkpad,15.6,i7,16.0,windows 10 pro,backlit keyboard,integrated,nvidia quadro t1200,2.3,5.0,1799.99,512.0
dell,latitude 3420 laptop,14.0,i3,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,627.99,256.0
gigabyte,g5 gd-51us123sh,15.6,intel mobile cpu,16.0,windows 10 home,anti-glare,dedicated,,,3.6,698.25,512.0
dell,5401,14.0,i7,16.0,windows 10 pro,fingerprint reader,integrated,,,,1185.77,256.0
lenovo,legion 7,15.6,i7,16.0,windows 10 home,,dedicated,nvidia geforce rtx 2070 max-q,2.6,,2499.0,512.0
asus,asus x551ca-hcl1201l,15.6,Celeron,4.0,windows 8,,integrated,intel hd graphics,,4.3,380.09,500.0
dell,latitude 7320 2-in-1,13.3,i5,8.0,windows 10 pro,wifi & bluetooth,integrated,,,,783.16,256.0
dell,latitude rugged 5424 laptop,14.0,i5,16.0,windows 10 home,wifi & bluetooth,integrated,,,,1299.95,256.0
dell,latitude 7000,14.0,i7,16.0,windows 10 pro,anti-glare screen,iris xe graphics,,,,1985.86,512.0
lg,17zt90p-g.ax33u1,17.0,i3,8.0,windows 10 home,fingerprint,integrated,,,,1099.0,256.0
dell,latitude 5320 laptop,13.3,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,807.99,256.0
dell,latitude 9000,14.0,i5,16.0,windows 10 pro,anti-glare screen,iris xe graphics,,,,1050.66,256.0
dell,latitude 7440 laptop,14.0,i5,32.0,windows 11 pro,,integrated,intel integrated graphics,,,1238.73,512.0
dell,xps 9520 laptop,15.6,i7,32.0,windows 11 home,,dedicated,nvidia geforce rtx 3050,,5.0,1680.99,1000.0
dell,inspiron 5620 laptop,16.0,i7,16.0,windows 11 home,,integrated,intel integrated graphics,,,931.99,1000.0
dell,inspiron 7415 2-in-1,14.0,Ryzen 7,8.0,windows 11 home,wifi & bluetooth,amd integrated graphics,,,,633.99,512.0
dell,precision 7760 laptop,17.3,i7,32.0,windows 10 pro,wifi & bluetooth,nvidia rtx a4000,,,,2891.99,512.0
dell,dell latitude 7320,13.0,i7,16.0,windows 11,,integrated,intel iris xe graphics,,,749.99,256.0
dell,precision,15.6,i7,8.0,windows 10 home 64,backlit keyboard,dedicated,,,,1299.81,256.0
dell,latitude,14.0,i5,16.0,windows 11 pro,,integrated,intel iris xe graphics,,,834.99,1024.0
dell,latitude 7320 laptop,13.3,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,781.99,512.0
lenovo,thinkpad,14.0,i5,8.0,windows 10 pro,dolby,integrated,,,4.8,1999.0,256.0
dell,latitude 7320 laptop,13.3,i5,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,708.99,512.0
hp,15-eg0070wm,15.6,i7,16.0,windows 10 pro,backlit keyboard,integrated,,,,979.0,512.0
dell,dell latitude,14.1,i7,8.0,windows 10 pro,,integrated,intel uhd graphics 620,1.9,4.0,389.0,512.0
msi,vector gp66 12ugs-267,15.66,i9,32.0,windows 11 home,,dedicated,,1.8,5.0,1599.0,32.0
msi,stealth gs66 12ugs-025,15.6,i9,32.0,windows 11 home,,dedicated,nvidia geforce rtx 3070,1.8,1.0,1699.0,32.0
dell,dell latitude 7000 e7470,14.0,i7,16.0,windows 10 pro,anti-glare,integrated,,,2.8,524.0,256.0
lenovo,lenovo thinkpad,15.6,i7,16.0,windows 10 pro,"backlit keyboard,fingerprint reader",dedicated,nvidia quadro k1100m,,2.5,422.0,256.0
hp,hp spectre,13.3,i7,16.0,windows 10 home,fingerprint reader,integrated,,,4.7,2499.0,1024.0
hp,elite dragonfly,13.3,i5,16.0,windows 10 pro,,integrated,intel uhd graphics 620,1.6,5.0,2299.0,1024.0
lenovo,lenovo thinkpad,14.0,i7,16.0,windows 10 pro,spill-resistant,integrated,,3,,1102.77,512.0
dell,dell inspiron 16 5625,16.0,Ryzen 7,32.0,windows 11 pro,,integrated,amd radeon graphics,,,989.99,2000.0
tocosy,laptop t12,11.6,atom z8350,4.0,windows 10,,integrated,intel,,5.0,229.0,64.0
lenovo,thinkpad t440p,14.0,i5,8.0,windows 7,,integrated,integrated,,3.4,399.0,500.0
dell,alienware x17 r2 laptop,17.3,i9,32.0,windows 11 pro,,dedicated,nvidia geforce rtx 3080 ti,,,2799.95,1000.0
dell,xps 9520 laptop,15.6,i7,16.0,windows 11 pro,,dedicated,nvidia geforce rtx 3050 ti,,3.3,1752.99,2000.0
dell,xps,17.0,i7,32.0,windows 10,"anti-glare,backlit keyboard,fingerprint reader",geforce gtx 1650 ti,,,,2599.0,512.0
dell,precision 3570 laptop,15.6,i7,16.0,windows 11 pro,,integrated,intel integrated graphics,,,1005.99,512.0
dell,latitude 5431 laptop,14.0,i5,16.0,windows 11 pro,,integrated,intel integrated graphics,,,959.99,512.0
hp,pavilion,15.0,i7,32.0,windows 11 pro,"backlit keyboard,numeric keypad",integrated,,,5.0,1299.0,1024.0
dell,dell latitude,15.6,i5,8.0,windows 10 pro,,integrated,intel uhd graphics 620,1.6,5.0,210.0,1000.0
dell,xps 13,13.3,i7,8.0,windows 8,,dedicated,intel hd graphics 5500,,3.4,999.0,256.0
dell,xps,13.3,i5,8.0,windows 10,"backlit keyboard,fingerprint reader",integrated,,,3.6,899.81,256.0
lenovo,thinkpad,15.6,i7,16.0,windows 11 pro,backlit keyboard,integrated,,,,1047.99,512.0
asus,vivobook s13,13.3,i5,4.0,windows 10 home,"bezel,fingerprint reader",integrated,intel uhd graphics,,4.3,1299.0,512.0
dell,latitude 5520 laptop,15.6,i5,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,877.99,256.0
dell,latitude 7320 laptop,13.3,i5,8.0,windows 10 pro,wifi & bluetooth,integrated,,,,1217.99,512.0
hp,hp pavilion 16,16.1,i7,32.0,windows 10 pro,anti-glare,dedicated,,,3.0,2299.0,2000.0
dell,dell latitude 7530 laptop,15.0,i5,16.0,windows 10 pro,,integrated,intel iris xe graphics,,,1359.99,256.0
dell,precision 5760 laptop,17.0,i7,32.0,windows 10 pro,wifi & bluetooth,nvidia rtx a3000,,,,3130.48,1000.0
dell,xps 9315 laptop,13.4,i7,16.0,windows 11 home,,integrated,intel integrated graphics,,4.0,1041.99,512.0
hp,hp omen,15.6,Ryzen 7,16.0,windows 10 home,"anti-glare,backlit keyboard/windows",dedicated,,2.9,4.1,1999.0,512.0
hp,sbuy dragonfly,13.3,i7,16.0,windows 10 pro,,integrated,intel uhd graphics 620,1.9,,2499.0,512.0
lenovo,thinkbook 14 g4 aba,14.0,Ryzen 7,16.0,windows 11,anti-glare screen,radeon graphics,amd radeon graphics,,,835.99,512.0
dell,inspiron 5625 laptop,16.0,Ryzen 7,16.0,windows 11 home,,integrated,amd integrated graphics,,,853.99,1000.0
hp,elitebook revolve 810g3,11.6,i5,8.0,windows 10 pro 64 bit-multi-language support english/french/spanish.,,integrated,integrated graphics,,,218.98,128.0
lenovo,thinkpad t15p gen 2,15.6,i7,16.0,windows 11 pro,anti-glare screen,geforce gtx 1650,,,,2229.07,1024.0
gigabyte,a5 x1-cus2130sb,15.6,Ryzen 9,16.0,windows 11 home,"anti-glare,thin bezel",dedicated,,,4.0,1749.0,512.0
dell,latitude 7310 laptop,13.0,i5,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,764.99,512.0
dell,dell precision 7760 laptop,17.0,i7,32.0,windows 10 pro,,dedicated,nvidia rtx a3000 16gb gddr6,,,1778.99,1024.0
lenovo,w530,15.6,i7,16.0,windows 7 professional,,"integrated, dedicated",intel hd graphics 4000,2.7,3.7,377.3,500.0
hp,hp probook,15.6,i5,16.0,windows 10 pro,,integrated,intel iris,,5.0,899.0,128.0
dell,dell precision 3561,15.0,i7,32.0,windows 10 pro,,dedicated,nvidia t600,,,973.99,1024.0
dell,precision 7560 laptop,15.6,i7,32.0,windows 11 pro,wifi & bluetooth,integrated,,,1.0,2061.99,1000.0
hp,zbook firefly 16 g9,16.0,i7,16.0,windows 11 pro,anti-glare screen,"t500,iris xe graphics",nvidia intel t500 iris xe graphics,,,1695.41,512.0
acer,chromebook 511 c741lt,11.6,amd kabini a6-5200m quad core,4.0,chrome os,backlit,adreno 618,,,,529.53,32.0
dell,xps 9320 laptop,13.4,i7,32.0,windows 11 pro,,integrated,intel integrated graphics,,,1350.99,2000.0
dell,latitude 15 5000 e5570,15.6,i5,4.0,windows 7 professional,anti-glare,"integrated, dedicated",,,5.0,260.0,500.0
dell,g15 5525 laptop,15.6,Ryzen 7,16.0,windows 11 home,,dedicated,nvidia geforce rtx 3060,,5.0,1386.99,1000.0
hp,spectre 14t x360,13.5,i7,16.0,windows 11 pro,"fingerprint,pen",integrated,,,4.1,2199.0,512.0
dell,dell xps 13 9300,13.0,i7,16.0,windows 10 pro,space saving,integrated,,,,999.99,256.0
dell,g15 5525 laptop,15.6,Ryzen 7,16.0,windows 11 pro,,dedicated,nvidia geforce rtx 3060,,,1303.23,512.0
dell,latitude 7420 laptop,14.0,i7,32.0,windows 10 pro,wifi & bluetooth,integrated,,,,1783.99,512.0
lenovo,thinkpad l15 gen2,15.6,i5,8.0,windows 11 pro,anti-glare screen,iris xe graphics,,,,1033.23,256.0
dell,inspiron,15.6,Celeron,16.0,windows 11 pro,,integrated,intel uhd graphics,,3.6,888.99,1024.0
msi,prestige15a211,15.6,i7,32.0,windows 10 pro,thin bezel,integrated,,,4.0,2699.0,32.0
lg,15z90n-n.aps8u1,15.6,i5,8.0,windows 10 pro,"backlit keyboard,fingerprint",integrated,intel iris plus,3200,,1349.0,256.0
lenovo,thinkpad l15 gen 3,15.6,i5,8.0,windows 11,anti-glare screen,uhd graphics,intel uhd graphics,,,1188.2,256.0
msi,creator z16 fujiwara hiroshi limited edition a11ue-226,16.0,i7,16.0,win 10 pro / free upgrade to win 11,,dedicated,nvidia geforce rtx 3060,,5.0,1979.0,1024.0
dell,dell xps,15.6,i9,16.0,windows 10 pro,,dedicated,nvidia rtx 3050ti,,3.4,1999.0,1024.0
dell,dell 3510 laptop,15.0,i3,8.0,windows 10 pro,,integrated,intel uhd graphics,,,860.99,256.0
dell,latitude 5520 laptop,15.6,i7,32.0,windows 10 pro,wifi & bluetooth,integrated,,,,2393.99,2000.0
dell,latitude rugged 5424 laptop,14.0,i7,32.0,windows 10 pro,wifi & bluetooth,amd radeon rx 540,,,5.0,1599.99,1000.0
dell,latitude 5430 laptop,14.0,i5,16.0,windows 11 home,,integrated,intel integrated graphics,,,913.99,512.0
dell,latitude 5430 laptop,14.0,i7,32.0,windows 11 pro,,integrated,intel integrated graphics,,,998.99,512.0
dell,dell xps 15 9510 laptop,15.6,i9,16.0,windows 10 pro,,dedicated,nvidia quadro 3050 6gb gddr6,,,2753.99,512.0
dell,vostro 5410 laptop,14.0,i7,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,915.99,512.0
dell,dell latitude 7410 laptop,14.0,i5,16.0,windows 10 pro,,integrated,intel uhd graphics,,,801.99,512.0
dell,dell precision 7550 laptop,15.6,i9,32.0,windows 10 pro,,dedicated,nvidia rtx 5000 16gb gddr6,,,2499.95,1024.0
alienware,alienware 15,15.6,i5,8.0,windows 8,,dedicated,nvidia geforce gtx 965m,2.9,3.4,999.95,1024.0
dell,dell latitude,15.6,intel core 2 quad,16.0,windows 10,keyboard,integrated,inter core i7-8650u,,,399.0,256.0
alienware,alienware m15,15.6,i7,16.0,windows 10 home,,dedicated,nvidia geforce gtx 1660,,4.1,1199.95,512.0
dell,n763t,13.3,i5,8.0,windows 10 pro,,integrated,,1.6,5.0,1499.0,256.0
dell,dell latitude,14.0,i7,8.0,windows 10 pro (english/french/spanish),,integrated,,1.8,,2499.0,512.0
lenovo,thinkpad p1,15.6,i7,16.0,windows 10 pro,,dedicated,nvidia quadro p1000,2.6,1.0,1999.0,512.0
hp,hp envy x360 13,13.3,i5,8.0,windows 10,backlit keyboard,integrated,,,4.3,399.99,128.0
samsung,"samsung 11.6""",11.6,intel atom,2.0,chrome os,anti-glare,integrated,,,4.1,169.0,16.0
lenovo,lenovo thinkpad,15.6,8032,16.0,windows 10 pro,,dedicated,intel graphics processor,,4.8,1798.95,512.0
asus,ga502iv-xs76,15.6,Ryzen 7,16.0,windows 10 pro,,dedicated,nvidia ® geforce rtx™ 2060,,4.4,2299.0,1024.0
dell,dell latitude,14.0,i5,8.0,windows 10 pro,,integrated,intel,4.2,,764.99,256.0
dell,latitude 5420,14.0,i5,16.0,windows 10 pro,anti-glare,integrated,intel iris xe graphics,,5.0,1182.71,512.0
dell,xps 13 7390,13.3,i7,16.0,windows 10 home,,integrated,,4.6,4.0,1799.0,256.0
hp,zbook 17 g3,17.3,i7,16.0,windows 10 pro 64 bit multi-language support english/french/spanish,,integrated,integrated graphics,,,401.98,500.0
asus,ux390ua-dh51-gr,12.5,i5,8.0,windows 10,fingerprint sensor,integrated,intel hd graphics,,3.6,999.0,256.0
dell,latitude 5320 laptop,13.3,i5,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,797.99,1000.0
hp,hp probook,13.0,amd r series,8.0,windows 10,,integrated,amd radeon graphics,,,1099.0,500.0
lenovo,ideapad,15.6,i3,8.0,windows 10,anti-glare,integrated,,,4.2,499.99,128.0
asus,asus vivobook,15.6,amd a series,8.0,windows 10 home,nanoedge bezel,dedicated,nvidia geforce mx250,,3.7,1699.0,256.0
dell,vostro,15.6,i3,16.0,windows 10 pro,anti-glare,integrated,intel uhd graphics,,,797.99,1024.0
asus,vivobook s15,15.6,i7,12.0,windows 10 home,nanoedge bezel,integrated,intel uhd graphics 630,,3.9,1499.0,512.0
dell,dell latitude,14.0,i5,8.0,windows 10 home,backlit keyboard,integrated,nvidia geforce mx450,,,289.95,256.0
dell,dell xps 15 9520,15.6,i7,16.0,windows 11 home,,dedicated,nvidia geforce rtx 3050 ti,,,1637.99,512.0
dell,latitude 5520 laptop,15.6,i7,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,1465.99,256.0
lenovo,thinkpad p1 gen 4,16.0,i7,32.0,windows 10 pro,anti-glare screen,rtx a2000,,,,2795.4,1024.0
dell,latitude 9330 2-in-1,13.3,i7,16.0,windows 11 pro,,integrated,,4.7,,2099.0,512.0
dell,dell xps 17 9710,17.0,i7,16.0,windows 11 pro,,dedicated,nvidia geforce rtx 3050,,,2145.99,512.0
hp,elitebook 865 g9,16.0,Ryzen 7,16.0,windows 11 pro,anti-glare screen,radeon 680m graphics,amd radeon 680m graphics,,,1646.99,256.0
dell,alienware x17 r2 laptop,17.3,i7,32.0,windows 11 home,,dedicated,nvidia geforce rtx 3070 ti,,,2614.99,1000.0
gigabyte,aorus 15p yd-73us344sh,15.6,intel mobile cpu,32.0,windows 10 home,,dedicated,nvidia geforce rtx 3080 laptop gpu,,4.1,2399.0,1024.0
msi,gp65 leopard 10sdk-049,15.6,i7,16.0,windows 10 home,,dedicated,nvidia geforce gtx 1660ti,2.6,4.4,1999.0,512.0
alienware,awm17-7667slv-pus,17.3,i7,16.0,windows 10 home,,dedicated,nvidia geforce rtx 2060,2.2,4.2,2499.0,512.0
asus,ux330ua-ah5q,13.3,i5,12.0,windows 10,"backlit keyboard,fingerprint reader",integrated,intel hd graphics 520,2.5,4.1,1499.0,256.0
dell,g5 15 gaming,15.6,i7,16.0,windows 10,backlit keyboard,dedicated,,,4.5,1699.0,1024.0
dell,latitude 7440 laptop,14.0,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,1472.99,512.0
hp,hp chromebook,15.6,Pentium,8.0,chrome os,"memory card slot, numeric keypad",integrated,,,,289.99,64.0
dell,latitude 7440 2-in-1,14.0,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,1796.99,1000.0
dell,vostro 3520 laptop,15.6,i7,16.0,windows 10 pro,wifi & bluetooth,integrated,,,5.0,943.69,512.0
rokc,thinkpad l13 yoga,13.3,i7,16.0,windows 11 pro,"fingerprint reader, backlit keyboard, support stylus, memory card slot",integrated,,,,749.99,1000.0
dell,vostro 3420 laptop,14.0,i7,8.0,windows 11 pro,wifi & bluetooth,integrated,,,,789.42,512.0
dell,xps 9320 laptop,13.4,i7,16.0,windows 11 home,wifi & bluetooth,integrated,,,,1647.3,512.0
hp,tpn-i140_799**av,17.3,Ryzen 7,12.0,windows 11 home,numeric keypad,integrated,,,,713.49,512.0
dell,g15 5521,15.6,i9,16.0,windows 11 pro,"high definition audio, backlit keyboard, anti glare coating, numeric keypad",dedicated,,,,1828.44,1024.0
dell,xps 9730 laptop,17.0,i9,16.0,windows 11 home,,integrated,nvidia geforce rtx 4070,,,2461.99,512.0
dell,latitude 5431 laptop,14.0,i7,8.0,windows 11 pro,,integrated,intel integrated graphics,,,928.99,256.0
dell,alienware m15 r7 laptop,15.6,i9,32.0,windows 11 home,,dedicated,nvidia geforce rtx 3080,,,2432.42,1000.0
dell,g15 5525 laptop,15.6,Ryzen 7,32.0,windows 11 home,,dedicated,nvidia geforce rtx 3050 ti,,,1409.99,2000.0
dell,inspiron,15.6,i5,32.0,windows 11 home,,integrated,intel iris xe graphics,,,739.99,1024.0
msi,gf75 thin 10ser-257,17.3,i7,16.0,windows 10 home,,dedicated,nvidia geforce rtx 2060,2.6,4.2,1999.0,1024.0
hp,elitebook x360 1040 g8,14.0,i7,16.0,windows 11 pro,,integrated,intel iris xe graphics,,,2799.0,1024.0
dell,alienware m15 r7 laptop,15.6,i9,16.0,windows 11 home,,integrated,nvidia geforce rtx 3070 ti,,,2420.17,2000.0
dell,latitude,15.6,i5,8.0,windows 11 pro,,integrated,intel iris xe graphics,2.4,4.5,885.99,1024.0
dell,xps 9320 laptop,13.4,i7,32.0,windows 11 pro,,integrated,intel integrated graphics,,,1865.99,1000.0
microsoft,surface laptop go 2,12.4,i5,8.0,windows 10,fingerprint power button,integrated,,,3.5,689.99,256.0
dell,latitude 5520 laptop,15.6,i5,32.0,windows 11 pro,wifi & bluetooth,integrated,,,,910.99,256.0
lenovo,81we011uus,15.6,i3,8.0,windows 10 pro,,integrated,intel uhd graphics,,,549.99,512.0
xammue,one netbook t1,13.0,i7,16.0,windows 11 home,,"integrated, dedicated",intel hd graphics 620,,3.9,1219.99,1024.0
dell,alienware x15 r2 laptop,15.6,i9,32.0,windows 11 pro,,integrated,nvidia geforce rtx 3080 ti,,,3080.99,1000.0
dell,latitude 5520 laptop,15.6,i7,32.0,windows 11 pro,wifi & bluetooth,integrated,,,,2872.99,2000.0
dell,precision 7740 laptop,17.3,i7,16.0,windows 10 pro,wifi & bluetooth,integrated,,,5.0,2004.99,1000.0
dell,latitude 7320 laptop,13.3,i5,16.0,windows 11 pro,wifi & bluetooth,integrated,,,,900.89,512.0
hp,15-ef2127wm,15.6,Ryzen 5,20.0,windows 11 pro,anti-glare,integrated,,,,889.99,1024.0
dell,precision 7740 laptop,17.3,i7,32.0,windows 10 pro,wifi & bluetooth,nvidia quadro rtx 3000,,,4.5,2808.99,1000.0
dell,precision 7000,17.3,i7,32.0,windows 10 pro,anti-glare screen,rtx a3000,nvidia rtx a3000,,5.0,3461.33,512.0
dell,precision 5760 laptop,17.0,i5,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,1929.99,512.0
dell,xps 9710 laptop,17.0,i7,16.0,windows 10 pro,wifi & bluetooth,nvidia geforce rtx 3050,,,,2178.99,1000.0
dell,xps 9510 laptop,15.6,i7,32.0,windows 10 pro,wifi & bluetooth,nvidia geforce rtx 3050 ti,,,,1999.99,512.0
dell,latitude 7310 laptop,13.0,i7,16.0,windows 10 pro,wifi & bluetooth,integrated,,,,1606.99,128.0
lenovo,e15,15.6,i5,8.0,windows 10 pro,,integrated,amd radeon r5,2.4,1.0,290.98,32.0
hp,hp 15 pentium,15.6,Pentium,4.0,windows 10,numeric keypad,integrated,,,4.0,449.99,500.0
razer,blade 15,15.6,i7,16.0,windows 10,,dedicated,nvidia geforce rtx 2080 super,5.1,4.2,3299.99,512.0
hp,hp spectre,13.3,i7,8.0,windows 10 home,,integrated,intel iris plus,,4.2,1899.0,512.0
samsung,samsung chromebook,11.6,Celeron,4.0,chrome os,,integrated,intel hd graphics 400,,4.1,289.0,16.0
lenovo,lenovo ideapad,14.0,Celeron,2.0,windows 10,backlit keyboard,integrated,intel hd graphics 500,,3.4,239.0,32.0
dell,dell inspiron i3000,11.6,amd a series,4.0,windows 10 home,anti-glare,dedicated,,,3.4,299.0,32.0
alienware,alienware m 17,17.0,i7,16.0,windows 10 home,,dedicated,nvidia geforce rtx 2070,,4.0,1699.95,512.0
asus,gl703gs-ds74,17.3,i7,16.0,windows 10 home,,dedicated,nvidia geforce gtx 1070,,3.8,2299.0,1000.0
hp,hp,15.6,i7,16.0,windows 10 home,"backlit keyboard,fingerprint reader",integrated,,,4.2,1999.0,512.0
alienware,alienware m15,15.6,i7,16.0,windows 10 home,anti-glare,dedicated,,,4.1,1599.95,128.0
asus,vivobook s15 s530,15.6,i5,8.0,windows 10 home,nanoedge bezel,integrated,intel uhd graphics 630,,4.0,1399.0,256.0
dell,latitude,15.6,i5,16.0,windows 10 pro,,integrated,intel iris xe graphics,,4.0,1373.29,1024.0
msi,ge76238,17.3,i7,32.0,windows 10 home,,integrated,nvidia geforce rtx 3070,,4.5,4299.0,32.0
dell,dell xps,17.0,i7,32.0,windows 10,,dedicated,nvidia geforce rtx 3060,2.3,3.7,2897.0,1024.0
alienware,alienware 15,15.6,i7,8.0,windows 10 home,backlit keyboard,integrated,nvidia geforce gtx 1060 oc,,4.1,2099.0,1024.0
dell,dell xps,15.6,i7,32.0,windows 10 home,anti glare,"integrated, dedicated",nvidia geforce gtx 1050 ti,,4.0,849.95,256.0
lenovo,lenovo ideapad,11.6,Celeron,32.0,windows 10,,integrated,intel hd graphics 400,,3.5,320.0,32.0
msi,prestige 15 a10sc-011,15.6,i7,16.0,windows 10 pro,"anti-glare,thin bezel",dedicated,,,4.2,2399.0,512.0
lenovo,lenovo_i3_8gb_red,15.6,i3,8.0,windows 10,,integrated,intel uhd graphics 620,,4.1,458.8,1024.0
hp,hp,14.0,i3,4.0,windows 10 home,,integrated,intel uhd graphics 620,,4.4,439.0,128.0
asus,gl703gm-ds74,17.3,i7,16.0,windows 10 home,,dedicated,nvidia geforce gtx 1060,2.2,4.2,1999.0,1000.0
lenovo,20gb000lus,11.6,Celeron,8.0,windows 10 pro 64-bit,,integrated,intel hd graphics 520,,3.5,224.99,128.0
